0.059568	1.839372	2.641176	1
-0.391274	1.858804	2.781016	1
-0.007352	1.991463	2.677566	1
0.35632	1.713997	3.388025	1
0.486183	2.185049	3.341164	1
-0.001463	1.883409	2.620451	1
-0.321949	2.116	2.97612	1
-0.105967	2.039386	2.69062	1
-0.241692	2.080121	3.295838	1
0.317402	1.930319	2.808673	1
0.176288	1.897947	2.884964	1
0.25754	1.818898	2.894509	1
0.256035	1.859505	3.249011	1
0.046269	2.105237	3.085448	1
-0.023056	2.124088	3.457016	1
-0.565816	2.026489	3.131777	1
0.016938	2.349824	2.810222	1
-0.381557	2.118918	3.229747	1
-0.1582	1.850755	3.084271	1
-0.089315	2.042305	3.26174	1
0.26888	2.20124	2.624596	1
-0.018195	1.863402	2.870087	1
-0.35497	2.147402	3.068803	1
0.034226	2.181138	3.07953	1
0.238442	1.890593	3.200791	1
0.145525	2.247656	3.012995	1
-0.215266	2.187661	2.853557	1
-0.442843	2.202506	3.138356	1
-0.22808	1.594589	2.836218	1
-0.215236	1.911315	3.114907	1
-0.316201	1.944967	2.61289	1
-0.323356	2.207643	3.136071	1
-0.089497	2.333467	3.062965	1
0.032859	2.046503	3.275178	1
0.022102	2.231152	2.661025	1
0.285785	2.388164	3.128404	1
-0.211392	2.230643	3.188838	1
0.025608	1.872537	2.791669	1
0.11129	2.315077	2.920095	1
0.332627	1.575951	3.0393	1
-0.163879	2.085315	3.19084	1
-0.371824	1.857589	2.676155	1
-0.196121	1.940336	3.042881	1
0.42515	1.632678	2.875339	1
-0.218443	2.129799	3.164305	1
-0.153132	2.309401	3.168761	1
-0.493733	1.881779	2.975375	1
-0.157918	1.72077	3.149777	1
0.125222	2.162646	2.592765	1
-0.019213	1.928885	3.103889	1
0.167007	2.122925	2.650773	1
0.063883	2.320438	3.290622	1
-0.093236	1.899788	3.261655	1
-0.124479	2.412764	3.007295	1
0.144447	2.326454	3.086656	1
0.109266	2.150542	3.117906	1
-0.490628	1.798309	2.865072	1
0.368757	2.260351	3.005637	1
0.011363	1.957014	2.940272	1
0.174096	2.65269	3.059666	1
0.033236	1.804173	3.117317	1
0.038991	1.539269	2.912821	1
-0.314672	1.626985	2.977659	1
-0.629369	2.19984	3.248232	1
0.082804	1.794848	3.426457	1
-0.268615	2.107089	2.653316	1
0.176119	1.843517	2.835611	1
0.275207	1.419348	2.972813	1
-0.039217	1.931893	3.187827	1
0.103941	2.011659	3.162444	1
-0.065127	1.936809	2.86301	1
-0.194789	2.002099	3.143918	1
0.145272	1.768274	2.653762	1
0.09659	2.135415	2.925414	1
-0.01812	1.681185	3.41866	1
-0.089621	1.877994	3.152632	1
-0.014842	1.747741	2.826659	1
-0.163965	1.914921	3.078279	1
-0.389175	1.985531	2.464354	1
0.056538	2.168033	2.727147	1
0.123268	2.189285	2.928219	1
-0.532634	2.105124	3.304595	1
-0.035163	1.889656	3.474121	1
0.19714	2.524257	3.099024	1
-0.12003	1.979828	3.213819	1
0.171878	1.734223	2.619354	1
0.468346	2.267942	3.117544	1
-0.463072	2.037382	3.407883	1
0.006666	1.82927	2.873685	1
-0.291615	2.103796	2.077053	1
0.097288	2.063282	3.341508	1
0.001825	2.110398	3.103761	1
0.127549	2.46111	2.961936	1
-0.324334	1.936558	2.776278	1
-0.328186	2.013557	3.18962	1
0.057312	2.018699	2.960846	1
-0.09389	2.279703	2.86817	1
-0.135216	1.959818	3.326973	1
0.030911	1.808078	2.932591	1
0.069522	1.774853	2.947374	1
0.97016	3.038336	2.088302	2
0.946972	2.998555	2.213162	2
1.073096	2.860571	1.744574	2
0.97489	3.045461	2.252642	2
0.851442	3.200482	1.747811	2
0.696901	2.981101	2.139417	2
0.703631	2.744921	2.222674	2
1.336118	3.15315	1.992009	2
0.747168	2.987549	2.286088	2
0.938914	2.701856	2.077763	2
1.039866	3.2072	1.663471	2
1.025806	3.17593	1.835543	2
1.141951	3.036844	1.753328	2
1.428774	3.32543	2.260295	2
0.984303	2.895269	2.472678	2
0.293504	3.460138	1.737672	2
0.958473	3.00974	1.801249	2
1.145021	3.020523	2.082743	2
1.090342	3.175807	2.105966	2
1.256117	2.877037	2.365127	2
0.648569	3.157401	1.999501	2
1.163336	2.933196	1.476962	2
1.211155	3.176733	2.172169	2
1.270746	3.201724	1.629251	2
1.142389	2.908841	1.885151	2
0.886748	2.976024	2.184492	2
1.132833	2.987786	1.774583	2
1.253976	3.29163	1.855908	2
0.929498	2.782723	1.315586	2
1.422548	3.104214	2.22085	2
0.991536	2.750009	2.089391	2
1.182571	3.156724	1.884102	2
1.116141	2.968015	2.220033	2
1.184465	2.748183	1.612196	2
0.905346	3.045765	1.84078	2
1.133159	2.746439	2.315439	2
0.851726	3.006267	1.85417	2
1.115439	3.345813	2.006949	2
0.723999	2.773229	2.231472	2
0.78975	3.188108	2.19519	2
0.897527	3.394273	1.846349	2
0.553679	3.384498	2.130577	2
1.12226	2.911302	1.777514	2
1.206038	2.982777	1.843373	2
0.733848	2.916282	1.878067	2
0.60374	3.378206	2.088317	2
0.990022	2.879582	1.659884	2
0.548429	3.287162	2.075688	2
1.415411	2.88161	2.249153	2
0.902716	3.01807	1.934909	2
1.039654	2.707353	1.561264	2
0.830125	3.18267	2.306578	2
0.75357	2.954531	1.989217	2
1.159395	2.706695	1.781815	2
0.932606	3.419001	2.118171	2
1.201339	3.030577	2.183498	2
1.291451	3.34547	1.557116	2
1.368338	3.064993	1.916524	2
1.064932	2.811197	2.412123	2
0.743617	3.222369	2.150244	2
0.720641	2.950623	2.157065	2
0.515134	3.128585	2.231658	2
1.275282	3.330435	1.813157	2
0.975575	2.734176	2.204261	2
0.823903	3.163565	1.990211	2
0.553736	2.909583	2.152404	2
1.0717	3.337392	2.406201	2
0.859139	2.89005	2.174949	2
0.880426	2.838213	2.063866	2
0.927088	2.661148	1.322434	2
0.591243	2.981017	2.189861	2
1.069516	2.931794	2.029191	2
1.004365	2.874084	2.06908	2
1.126909	3.457666	1.996337	2
0.565767	2.997763	2.545142	2
1.171389	2.458787	1.91753	2
0.409077	3.368077	2.009544	2
1.088396	3.081433	1.993363	2
1.304161	2.934015	1.981753	2
1.300398	3.02705	1.603403	2
0.810487	3.093211	1.862297	2
1.108728	2.928531	1.486208	2
0.827743	3.549166	2.130599	2
0.904883	2.648613	1.934483	2
0.680421	3.02576	2.078646	2
1.144021	2.9954	2.284851	2
1.468805	2.978256	2.288479	2
0.865364	2.896464	2.359878	2
0.85958	3.249682	2.116037	2
0.766748	2.810986	1.661281	2
1.302254	2.617294	1.972945	2
1.191186	3.152583	1.976443	2
0.719314	2.880436	2.177776	2
0.756954	3.05291	2.363424	2
1.144258	2.95102	1.934781	2
